input_images/path1
9_003_jpg.rf.2ff22a23413ea090ff06b1b07b0f8ea9.jpg,2.0
11_014_jpg.rf.10e9e6db39cc1f90c3000a7a2e68501d.jpg,1.0
11_020_jpg.rf.b91adeb7055168b6aba81b0ecadcbc6b.jpg,1.0
16_015_jpg.rf.b9132b21226a81796576b06123422a4a.jpg,1.0
13_035_jpg.rf.25d0417c2868967dd0a0728d2e9fdd16.jpg,1.0
15_017_jpg.rf.72d1a31748c6d65d406fa1c8a071f4dd.jpg,0
16_011_jpg.rf.4fc89089437e8a45c94a1319d4f01eec.jpg,0
17_021_jpg.rf.d11c2d87793b3c4a29f8fab8fc71754a.jpg,1.0
14_005_jpg.rf.3bfbb499476d1d64f6f68949cad8c1b6.jpg,0
9_035_jpg.rf.0947d3ee9f987b83f05324a2205ca210.jpg,1.0
input_images/path2
9_003_jpg.rf.2ff22a23413ea090ff06b1b07b0f8ea9.jpg,2.0
11_014_jpg.rf.10e9e6db39cc1f90c3000a7a2e68501d.jpg,1.0
11_020_jpg.rf.b91adeb7055168b6aba81b0ecadcbc6b.jpg,1.0
16_015_jpg.rf.b9132b21226a81796576b06123422a4a.jpg,1.0
13_035_jpg.rf.25d0417c2868967dd0a0728d2e9fdd16.jpg,1.0
15_017_jpg.rf.72d1a31748c6d65d406fa1c8a071f4dd.jpg,0
16_011_jpg.rf.4fc89089437e8a45c94a1319d4f01eec.jpg,0
17_021_jpg.rf.d11c2d87793b3c4a29f8fab8fc71754a.jpg,1.0
14_005_jpg.rf.3bfbb499476d1d64f6f68949cad8c1b6.jpg,0
9_035_jpg.rf.0947d3ee9f987b83f05324a2205ca210.jpg,1.0
input_images/path3
9_003_jpg.rf.2ff22a23413ea090ff06b1b07b0f8ea9.jpg,2.0
11_014_jpg.rf.10e9e6db39cc1f90c3000a7a2e68501d.jpg,1.0
11_020_jpg.rf.b91adeb7055168b6aba81b0ecadcbc6b.jpg,1.0
16_015_jpg.rf.b9132b21226a81796576b06123422a4a.jpg,1.0
13_035_jpg.rf.25d0417c2868967dd0a0728d2e9fdd16.jpg,1.0
15_017_jpg.rf.72d1a31748c6d65d406fa1c8a071f4dd.jpg,0
16_011_jpg.rf.4fc89089437e8a45c94a1319d4f01eec.jpg,0
17_021_jpg.rf.d11c2d87793b3c4a29f8fab8fc71754a.jpg,1.0
14_005_jpg.rf.3bfbb499476d1d64f6f68949cad8c1b6.jpg,0
9_035_jpg.rf.0947d3ee9f987b83f05324a2205ca210.jpg,1.0
input_images/path1
input_images/path2
input_images/path3
